ID,Medicine Name,Generic Name
2752,FABOLITE POWDER,
2753,FEBURIC 40,
2754,FLATUNA,MULTIVITAMIN+MULTIMINERAL
2755,FLUCORT OINT,
2756,FLUR EYE DROPS,MUPIROCINE 2%
2757,FOLEYS CATH 14G 1PIC,NEBIVOLOL 2.5MG
2758,FOLEYS CATH 8 (ROMSON),NICOUMALONE 4MG
2759,FOLIC ACID,
2760,FOLIMAX 12,NIFEDIPINE 10MG
2761,FOLIMAX,NIFEDIPINE 5MG
2762,FOLVITE,NIFEDIPINE SR 20MG
2763,FORACORT-200 ,
2764,FORMONIDE INHALER,
2765,FREEGO POW 180G,NITROFURANTION 100MG
2766,FREEGO POWDER 90G,NITROFURATION 100MG
2767,FREKA TRELUMINA 16/9,NITROGLYCERIN
2768,MAGNEX FORTE 3gm,
2769,LASIX 20mg,
2770,Sustane R 50/5,
2771,Nitrocontin 2.5,
2772,GABANTIN 100MG,NUTRITIONAL SUPPLIMENT
2773,GAMMEX GLOVES 7.5,OFLOXACIN 2MG/1ML
2774,GAMMEX GLOVES 8,OFLOXACIN 400MG
2775,GENEVAC B 5ML 1VIAL,OMEPRAZOLE  20MG+DOMPERIDONE 10MG
2776,GLAVUS MET 50/500,
2777,GLIMISAVE MV 3.3,
2778,GLIMISTAR M,
2779,GLOVES 7 (NULIFE),ONDANSETRON 8MG
2780,GLYCIPHASE   500mg,
2781,GLYCOMET GP 1,
2782,GLYCOMET GP 2,
2783,GLYCOMET GP 2,
2784,GLYSON MF,
2785,"GUIDE WIRE ANGLED 0.032"" 260CM",PARACETAMOL
2786,HAPPI 20MG,PARACETAMOL 650MG
2787,HAPPI D ,PARACETAMOL+PHENYLPHERIN+CHLORHENIRAMIN
2788,HAPPI IT,PARAFIN 1.25ML/15ML+MILK OF MAGNESIA 3.75ML/15ML+SODIUM PICOSULPHATE 3.33/15ML
2789,HEM O LOK CLIP (M) GREEN,PARAZOCIN 
2790,HEMOSEC TITANIUM CLIP (ML),PARAZOCIN 5MG
2791,HEMSYL 500MG,PAROXETINE 12.5MG
2792,HEPA MERZ,PENTOXIFYLIN 400MG
2793,HOLLISTER BAG 55,PIOGLITAZONE 
2794,HYDROGEN PEROXIDE SOLUTION 100ML,POLYETHYLENE GLYCOL 17GM
2795,HYOCIMAX,POTASSIUM CITRATE 1100MG/5ML+MONOHYDRATE 334MG
2796,HYOCIMAX,POVIDINE-IODINE 
2797,I GEL NO 5,POVIDONE IODINE 2%
2798,IB-SET ,
2799,IMODIUM,PREDNISOLONE 2.5MG
2800,INAPURE 5MG,
2801,INDERAL 20MG ,
2802,INDERAL 40MG.,PREDNISOLONE 40MG
2803,INDERAL,PREDNISOLONE 5MG
2804,INHALEX RESPULES 2ML,PROMETHAZINE HCL 5MG/5ML
2805,INHALEX RESPULES 2ML NEB,
2806,MIKACIN 750MG IM OD ,
2807,PEGLANT 6MG,
2808,MERO 1GM+100CC NS IV 8HRLY,
2809,INVANZ 1 GM,
2810,ISOLAZINE,PROPRANOLOL HCL 80MG
2811,JANUMET 100MG,
2812,JANUMET 50/500,
2813,JANUVIA 50,
2814,Kenamycin 0.75mg I/M,
2815,CYCLOCIN 250MG,
2816,B-LONG 100MG,
2817,B- LONG 100MG,
2818,LASILACTONE 100MG,
2819,LEADER CATHETOR,RIFAMPICIN 600MG+ISONIAZID 300MG
2820,LACTIHEP,
2821,LESURIDE,RIFAXIMINE 400MG
2822,LEVAZEO 75 SR MG,ROSUVASTAIN 10MG
2823,LEVIPRIL,
2824,LEVOCIDE 500MG,ROSUVASTATIN 10MG
2825,LIBRAX,S-PANTOPRZOLE 20MG
2826,LIBRAX (1X15),S-AMLODIPINE 2.5MG +ATENOLOL 50MG
2827,LIGACLIP LT 300 M/L 1PIC,SALBUTAMOL
2828,LIPICURE 80MG,
2829,LIV 52 ,SERTRALINE 50MG
2830,LOOP BASET,SIMETHICONE 20%+ZINC OXIDE 7.5%+CALAMINE 1.5%
2831,LOOZ ENEMA 275ML,SIMETHICONE 80MG+ACTIVATED CHARCOAL 250MG
2832,LOX 2%,SODIUM CHLORIDE 0.9%+DEXTROSE 5%
2833,LTK 25,
2834,M V I,SODIUM VALPROATE 100MG/1ML
2835,MAC OS SUSP,SODIUM VALPROATE 500MG
2836,MALARID DS 15mg,
2837,MALECOT CATHETER  14F 30CM,SUCCINYLCHOLINE CHLORIDE 50MG/1ML
2838,MALIRID DS,SUCRALFATE 1GM/5ML+OXETACIANE 10MH/5ML
2839,MEDICA MEDIPAD 10CMX10CM,TAMSULOSIN HCL 200MCG
2840,MEDROL 8MG,
2841,MELTOCAL 25MG ,
2842,MERGIZ,
2843,MERSILK 2-0 NW5036 CUTTING,TENOFOVIR DISOPROXIL 300MG
2844,MESH PARIETEX  20X15 COVEDIAN,THYROXINE 25MCG
2845,MESH PRO VISC 160 6X11 LOTUS,TIGECYCYCLINE 50MG
2846,MESH PROLITE ULTRA 15X15CM (ATRIUM),TOBRAMYCIN 3MG
2847,MESH ULTRAPRO 15X15CM,TORSEMIDE 10MG
2848,MET STAMLO,
2849,METAGLUTA ZS SACHET,TRAMADOL 100MG
2850,METHYCOBAL 1ML,TRAMADOL 37.5+PARACETAMOL 325MG
2851,"MICROPORE (1"") INCH",TRIMETHOPRIM 80MG+SUPHAMETHAXA 400MG
2852,MINI VAC SET 8 1PIC,URSODEOXYCHOLIC 600MG
2853,MITS LINCTUS CODEINAE CO,URSODEOXYCHOLIC ACID 150MG
2854,MONOPAS,VALCYCLOVIR 500MG
2855,MONOTRAE 10MG,
2856,MULTI MED,WARFARIN 2MG
2857,MYCOBUTOL 600MG,ZINC SULPHATE
2858,MYCOBUTOL 800MG ,ZOLPIDEM 10MG
2859,METHYLCOBAL 500MCG,
2860,OLMAT 40,
2861,OLMEGEST CH 40,
2862,OLMETOR 20,
2863,OLMETOR-H,
2864,OLMEZE LH 40,
2865,OLMY 10,
2866,OLMY 10MG,
2867,OLMY 20MG,
2868,OLSERTA 40,
2869,OLVANCE 20,
2870,OMEZ 20 MG,
2871,OMEZ 40 MG ,
2872,OMNACORTIL  2.5 MG,
2873,OMNACORTIL  5 MG.,
2874,OMNACORTIL 10 MG.,
2875,OMNACORTIL 20 MG.,
2876,OMNACORTIL 30 MG.,
2877,OMNACORTIL 40 MG.,
2878,OMNIKACIN 250 ,
2879,OMNIKACIN 500 ,
2880,ONDEM MD 4MG,
2881,ONDEM MD 8MG,
2882,ONE TOUCH HORIZON KIT,
2883,OPTINEURON FORTE,
2884,OPTINEURONE 3ML,
2885,ORNI 500MG,
2886,ORNI O  I.V,
2887,ORNI O,
2888,OROFER S  100MG /5ML,
2889,OROFER S 50,
2890,OROFOR XT,
2891,ORS L LEMON LIQ (DRINKSLIM),
2892,OSON O,
2893,OSON-O ,
2894,OTRIVIN ADULT NASAL SPRAY,
2895,OTRIVIN PAEDIATRIC NASAL SPRAY,
2896,OTSKI ,
2897,OXYGEN MASK ADULT,
2898,OXYGEN MASK PEDIATRIC,
2899,OXYGEN RECOVERY  PLAIN  TUBE -T,
2900,OXYGEN RECOVERY KIT -T,
2901,Ozapad Forte,
2902,OZEPAM 0.5,
2903,OZON-O,
2904,PACITANE ,
2905,PAN ( L)  MG ,
2906,PAN 40 MG ,
2907,PAN D ,
2908,UDILIV 300 MG,
2909,UDILIV 450 MG,
2910,UDP 5 MG,
2911,UDP AT,
2912,UKET 1ML,
2913,ULGEL A 170ML,
2914,ULGEL SUSP (SAUNF FLAVOUR) 170 ML,
2915,ULPAN D,
2916,ULPAN DSR,
2917,ULPAN,
2918,ULPAN L,
2919,ULPAN,
2920,ULTRACET,
2921,ULTRAZAC,
2922,UMBICAL CANULA NO 6. 1PIC,
2923,UMBLICAL COTTON TAPE-276 1,
2924,UMBRELA,
2925,UNIENZYME,
2926,UPRISE D3,
2927,URIBID,
2928,URICURE SOLUTION 200ML,
2929,URIMAX 0.2MG,
2930,URIMAX 0.4MG,
2931,URIMAX D,
2932,URINE BAG,
2933,URINE POT 2 IN 1,
2934,UROGRAFIN 76%,
2935,UROMETER ROMSON 1PIC,
2936,UROSTOMA BAG,
2937,UROTONE 25MG,
2938,URSETOR 300 ,
2939,URSOCOL 300MG,
2940,URSOCOL SR 450MG,
2941,URSOCOL SR 600MG,
2942,UTHROX,
2943,UTL 25MG,
2944,UTL 50MG,
2945,V PARIN 25000,
2946,V PARIN 5000,
2947,VACCU SUCK SUCTION SET 1SET,
2948,VANCOLYM 500MG,
2949,Vancomycin 750mg+ 100 ml NS,
2950,VASELINE BODY LOTION (100ML),
2951,VASELINE LIP CARE (1'PIE.),
2952,VASELINE WHITE P.JELLY (100G),
2953,VASOCON 1ML,
2954,OLMED,
2955,ULT-50MG,
2956,PIN OM 20MG,
2957,NITROGLYCERIN 6.5MG,
2958,RIFAXIMIN 400MG - TABLET,
2959,S-NUMLO 2.52,
2960,SAFRODOL,
2961,MUCOPYLINE,
2962,ALPRO POWDER,
2963,RANX 500MG,
2964,PRADAXA 110MG,
2965,GASOFILM 62.5MG,
2966,WYSOLONE 15MG - TABLET,
2967,RL ,
2968,KCL 3amp in 20cc NS,
2969,LIPICURE 10MG - TABLET,
2970,ENTAHEP,
2971,TAZLOC,
2972,PREGABA 50,
2973,TELPART 40,
2974,ACIVIR 200,
2975,SILVREX CREAM FOR L/A ,
2976,GLYCOVERA CREAM,
2977,AMIKACIN 500MG - ,
2978,INJ.MIXTARD 24 UNITS BBF,
2979,INJ.MIXTARD 16 UNITS,
2980,lasix 40,
2981,PRAZOPRESS 2.5mg - TABLET,
2982,CALMWIN PLUS,
2983,CREVAST 10MG,
2984,OLIMAL LN 40/10,
2985,MECOFAR,
2986,WARF 1.5MG - TABLET,
2987,T-LOR-2,
2988,ZISPER PLUS,
2989,MEPRATE 10mg,
2990,CLONIL 10MG,
2991,ZEVATOR 1GM,
2992,ESPRIDE PLUS,
2993,SYNDOPA PLUS  100/25- TABLET,
2994,HYPONAT-O 15,
2995,FLECARITE 50 MG,
2996,ADTROL PLUS,
2997,CYMEVEME 400MG,
2998,CYMEVENE 400MG - ,
2999,TELEFACT 40,
3000,VULZAR 80MG,
3001,PANIDURA LA 12 IM EVERY 21 DAYS,
3002,FLUMIGRA 10MG,
3003,INJ. NORAD INFUSION I.V.,
3004,INJ. VASOPRESSIN INFUSION I.V.,
3005,INJ. GUFICOL 3MIU,
3006,INJ. PANTODAC INFUSION IV,
3007,INJ. XEMIC 500MG ,
3008,VALCIVIR 500 ,
3009,CABGOLIN 0.5MG,
3010,COVERSYL AM- TABLET,
3011,PROVIDAC,
3012,SILDOO 4,
3013,MYOMI D,
3014,UDILIV 600MG,
3015,LANUM,
3016,PIOFINE 15,
3017,MINIPRESS XL,
3018,TAZLOC - 20,
3019,NOVAPIME 1GM,
3020,NOVAPIME 500MG - INJECTION,
3021,PANTODAC 20MG ,
3022,TELLNESS-H,
3023,CONGOLIN ,
3024, AMOXICILLIN 750mg,
3025,NIFTAS,
3026,DILZEM CD 180MG,
3027,DYCOTIAM-100MG,
3028,VELTUM F,
3029,ROSEDAY 10,
3030,LACILACTONE 20/50- TABLET,
3031,CLARIBID 500MG - TABLET,
3032,LEVOGEN,
3033,VANLIFT OD 37.5,
3034,BETADINE PASSARY,
3035,VALPROTE CR 300mg - ,
3036,valprote -CR-500mg,
3037,TENOF FM ,
3038,HIVAN -LR,
3039,HISONF 10 MG,
3040,B-FOLCIN PLUS,
3041,CETAPHIL-OINT,
3042,PANTOCID 40MG,
3043,Lasilactone 50 ,
3044,NEOSPORIN EYE/SKIN OINTMENT 5G - ,
3045,SYP.CROCIN ADVANCE 10ML,
3046,LINOSPAN 400,
3047,METAGLEZ FORTE,
3048,SYNDOPA CR  - TABLET,
3049,SYNCAPONE 50MG,
3050,ROPARIC XL 2MG,
3051,WARF 6MG - TABLET,
3052,DULCOLAX    ,
3053,LOSACAN 50,
3054,FORANEM 200MG,
3055,Amlong 5 mg,
3056,MEROLAM 5/50,
3057,SYMBAL 20,
3058,QUITIPINE 25,
3059,OLMET AM H,
3060,EMESET 2MG - TABLET,
3061,CETRUM TAB,
3062,TAB. FISH OIL,
3063,LOSATAN AM,
3064,HCQS 300mg - TABLET,
3065,AZORAN  50 TABLET,
3066,ALLPRO POWDEW ,
3067,REPACE 50,
3068,SEROTENO,
3069,SUSTAMET 25  - TABLET,
3070,ROSAWELL-A,
3071,ZIFI 100 MG2,
3072,ZIFI 100 MG,
3073,LEVEPIL 1 GM,
3074,LOBAZAM,
3075,VALGUN 450,
3076,Inj Forzid 1gm ,
3077,CARCA CR-10MG - TABLET,
3078,CLAVIX AS 75 - ,
3079,ETHAMBUTOL (1GM) - TABLET,
3080,GANATONE-TOTAL,
3081,demo,
3082,MUCINAC NEB,
3083,FORACORT NEB,
3084,TCS PLUS,
3085,linox 600mg,
3086,MICOLIV FORTE,
3087,ACAMPTAS,
3088,FORTNERV,
3089,TORVATE CHRONO 500MG,
3090,CLOBATOR 10MG,
3091,PREDNET 4MG,
3092,DILZEM CR - TABLET,
3093,CANADION,
3094,PIPZO 4.5gm IV diluted,
3095,ERYTHROMYCIN 500mg,
3096,INJ. IVCETAMOL 1 GM ,
3097,ETILAM MD 0.25,
3098,MICOBUTOL 800MG,
3099,DOLO 650 ,L-GLUTAMINE
3100,PANTODAC 40MG,
3101,Pantodac 40mg ,
3102,AB PHYLLINE SR 200MG,
3103,AB PHYLLINE SR 100MG,
3104,ABDOMINAL BELT (GREEN COTTON),ALBENADOZOLE 400MG
3105,MERO 500mg+100CC NS IV 8HRLY - INJECTION,
3106,MERO 500mg+100CC NS IV 12HRLY - INJECTION,
3107,PANTOCID 20MG  - TABLET,
3108,MERO 500mg+100CC NS IV 12HRLY - INJECTION - ,
3109,DAN SP - ,
3110,HEXIDINE GARGLE - ,
3111,HEXIDINE GARGLE,
3112,OLIMICIP AM,
3113,OLMICIP AM,
3114,OLMICIP AM - ,
3115,TAMOXIFEN 20,
3116,TAMOXIFEN 20 - ,
3117,VIZAR 80,
3118,VALZAAR H,
3119,NEXPRO HP KIT,
3120,VIZAR 80 - ,
3121,VALZAAR H - ,
3122,LASILACTONE 20/50mg - TABLET - ,
3123,AMLOPIN AT - ,
3124,NITROGLYCERIN 6.5MG - ,
3125,ATORVA 40 MG  - TABLET,
3126,ERITEL 40 - ,
3127,KRIVANS 10MG,
3128,ERITEL 40 -  - ,
3129,KRIVANS 10MG - ,
3130,AUGMENTIN DUO 1GM - ,
3131,GLUCOBAY 50mg - TABLET,
3132,TRIGLIMI SAVE 2HS,
3133,CREVAST 10MG - ,
3134,AKT3,
3135,PEGVEL SACHET -   ,
3136,ESOGRESS D,
3137,GAVISCON 2TSF - ,
3138,ECOSPRINE GOLD ,
3139,DERMADEW CALOVE,
3140,MICONAZOLE ,
3141,F-Heal Ointment ,
3142,ERITEL 20,
3143,ZORYL MV TABLET,
3144,CORBIS HS  - TABLET,
3145,TRIOVANCE 20 ,
3146,NOVASTAT 10 ,
3147,PROTHIADEN 25 MG,
3148,NILOL,
3149,Human Actrapid,
3150,TAZOLAC CT  - TABLET,
3151,TRESIBHA INSULIN,
3152,MACSART CH 40/12.5,
3153,AUGMENTIN DDS,
3154,LUPINEM ,
3155,TIGIFIC 50MG,
3156,PANTOCID 40MG,
3157,D 5%,
3158,CODERON 100MG,
3159,CLEXANE 20MG (0.2ML) - INJECTION,
3160,PREGABA-M 75,
3161,ALBENDAZOLE 400MG  - ,
3162,CREMADIET DUO POWDER -  ,
3163,NUTAROLEX,
3164,DERI R 300,
3165,NEBULIZATION FORACONT ,
3166,NEBULIZATION IPRAVANT  - LIQUID,
3167,DANAGEN 50,
3168,ACITROM 1MG,ALUMINIUM HYDROXIDE 300MG+MAGNESIUM ALUMINIUM SILICATE HYDRATE 50MG+MAGNESIUM HYDROXIDE 25MG+SIMETHACONE 25MG
3169,demo medicine,
3170,DOLOGEL CT ORAL GEL 10GM,L-ORNITHINE +L ASPARTATE
3171,LACILACTONE,
3172,25D 100 ML GLASS - 12,
3173,ULGEL A ,
3174,SOMPRAZ HP KIT,
3175,LEVAZEO 25 MG ,ROSUVASTAIN
3176,ATIVAN 1MG ,BISOPROLOL FUMARATE 2.5MG
3177,SUCRAWALL-O 100ML ,
3178,PANTOP HP KIT,
3179,WEGAS OD,
3180,TRIGLYNASE 2 FORTE,
3181,DEFCORT 6MG,
3182,IVANODE 5 MG - TABLET,
3183,TREPTOMER 10MG,
3184,MPROL 25MG,
3185,Modalast 100mg,
3186,LIPIROSE ,
3187,MBTRINC-S 0.75 + 2ML Sterile water,
3188,PZA 500MG,
3189,ESIO-AT,
3190,FEROPENUM 200,
3191,VALPROTE CR 30mg,
3192,AZTOR 40MG - ,
3193,ACERA-D,
3194,ISMO 20MG,
3195,XET-CR 12.5 MG,
3196,CLANUM 250,
3197,CLANUM 625,
3198,ARIXTRA 10MG,
3199,CLANUM 625 - ,
3200,CLANUM 1GM  - TABLET,
3201,AGINAL AT,
3202,dolo 352,
3203,ROSUVASTATIN 20 MG,
3204,VIT,
3205,VIT K ,
3206,ROSUCOR 20 - TABLET,
3207,CARDIVAS 3.125 TABLET,
3208,ALDACTONE 75MG  - TABLET,
3209,CEROLIN 75MG,
3210,HCQS 300mg,
3211,DOXI 100,
3212,ASCOVENT  SR,
3213,SEROFLO ROTACAP,
3214,TRADJENTA 5MG,
3215,TELVAS -40 - TABLET,
3216,DISPRIN  - 350,
3217,DYNAGLIPT 20MG,
3218,VOGLISTAR GM2,
3219,LINCTUS CODEINE,
3220,AMARYL M2 FORTE,
3221,INDOCAP 25,
3222,FOLISPORE,
3223,ACTAPRO,
3224,SMUTH,
3225,WYSOLONE 15MG,
3226,RISDONE PLUS,
3227,FLAVOTZ 40MG,
3228,S NUMLO 5 MG,
3229,TEMSAN 20 - TABLET,
3230,PROMET,
3231,RAGMONTIL MPS ,
3232,GANATON OD - TABLET,
3233,NERV-UP,
3234,NERVISUN,
3235,KOXMA,
3236,COXMA,
3237,NUROKIND PLUS,
3238,NRGIZ  - TABLET,
3239,COSCOPIN PLUS,
3240, NEBILONG AM,
3241,VALPROTE CR 300mg -  - ,
3242,VAGAS OD1.2GM,
3243,IMATUNIB 400,
3244,RAZEL-F,
3245,ATAREX 25,
3246,URSOLID (300mg),
3247,PIOSYS 15,
3248,FELIZ S 5 MG,
3249,HYKUL,
3250,GLTIANS M FORTE,
3251,AFOGLIP 1000 MG,
3252,FORXIGA 10 - ,
3253,GTN SORBITATE CR 12.5,
3254,TORBULK POWDER 180 GM,
3255,Rifgem,
3256,LORAZEP 0.25,
3257,ETILAM 0.25 ,
3258,E-SCITAZOLAM PLUS,
3259,PIOPLUS 2,
3260,HYPONAT 15 ,
3261,MUCOMIX 1.2GM,
3262,C-UDP 5,
3263,APRECAP,
3264,ATORVA 5 MG  - TABLET - ,
3265,HECTAGONE ,
3266,CLAVUM,
3267,CINOD 10,
3268,NEUROFAST ,
3269,NUCOXIA 120 MG - TABLET - ,
3270,CAPEZAM-500mg,
3271,VIZYLAC,
3272,ASOMAX 2.5,
3273,SILODOL 8,
3274,AMLOSAFE 3D,
3275,ERYTHROMYCIN 250mg - TABLET,
3276,BETADINE OINTMENT 15G - ,
3277,SAVLON ANTISEPTIC SOLUTION 100ML - ,
3278,TENLIMAC,
3279,TOLVAT,
3280,NUSUM - ,
3281,HEPARIN 25000,
3282,ABZORB POWDER 100 GM,ALOPURINOL 10MG
3283,ACPEPRO ,
3284,ACTAPRO 100,
3285,AKT 4 - ,
3286,ALLPRO POWDEW  - ,
3287,ALLPRO POWDEW  - ,
3288,AMLONG A,
3289,DAN SP ,
3290,AMLOPIN AT - ,
3291,AMRYL M1,
3292,AMRYL M2,
3293,APRESOL,
3294,RENOLITE ,
3295,ZYFEX-250MG,
3296,ACTRAPRO,
3297,PRUVICT 2,
3298,IB SET,
3299,DEPAKOTE 250,
3300,DEPAKOTE 500,
3301,SKIZORIL 25,
3302,THYROX 100,
3303,ELTHROXIN 25MCG,
3304,ELTROXIN 25MCG,
3305,AB PHYLLINE SR 100MG - TABLET,
3306,LEVANZEO 25,
